Test: Collision: 0, Recovery: 0.081776, Smoothness: -2.813313, Status: success, Time: 8.563 , Reward: 151.566, Opt_time: 8.558 , Nav_Metric: 0.500 , World: world_0.world
Test: Collision: 0, Recovery: 0.034632, Smoothness: -1.467998, Status: success, Time: 10.171 , Reward: 148.374, Opt_time: 7.744 , Nav_Metric: 0.500 , World: world_139.world
Test: Collision: 0, Recovery: 0.071605, Smoothness: -0.774239, Status: success, Time: 8.751 , Reward: 146.123, Opt_time: 7.744 , Nav_Metric: 0.500 , World: world_139.world
Test: Collision: 0, Recovery: 0.169341, Smoothness: -6.650636, Status: success, Time: 12.061 , Reward: 142.534, Opt_time: 7.744 , Nav_Metric: 0.500 , World: world_139.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -2.294839, Status: success, Time: 9.676 , Reward: 146.471, Opt_time: 8.153 , Nav_Metric: 0.500 , World: world_145.world
Test: Collision: 0, Recovery: 0.099644, Smoothness: -3.317459, Status: success, Time: 12.241 , Reward: 146.482, Opt_time: 8.153 , Nav_Metric: 0.500 , World: world_145.world
Test: Collision: 0, Recovery: 0.090722, Smoothness: -4.168130, Status: success, Time: 10.380 , Reward: 140.485, Opt_time: 8.153 , Nav_Metric: 0.500 , World: world_145.world
Test: Collision: 0, Recovery: 0.127007, Smoothness: -3.973897, Status: success, Time: 13.701 , Reward: 154.443, Opt_time: 8.228 , Nav_Metric: 0.500 , World: world_193.world
Test: Collision: 0, Recovery: 0.052104, Smoothness: -2.233162, Status: success, Time: 9.982 , Reward: 148.818, Opt_time: 8.228 , Nav_Metric: 0.500 , World: world_193.world
Test: Collision: 0, Recovery: 0.178049, Smoothness: -10.764871, Status: success, Time: 16.414 , Reward: 154.456, Opt_time: 8.228 , Nav_Metric: 0.500 , World: world_193.world
Test: Collision: 0, Recovery: 0.238292, Smoothness: -4.648391, Status: success, Time: 14.885 , Reward: 151.173, Opt_time: 7.819 , Nav_Metric: 0.500 , World: world_199.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.426426, Status: success, Time: 7.909 , Reward: 151.122, Opt_time: 7.819 , Nav_Metric: 0.500 , World: world_199.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.493043, Status: success, Time: 7.771 , Reward: 152.317, Opt_time: 7.819 , Nav_Metric: 0.500 , World: world_199.world
Test: Collision: 0, Recovery: 0.058957, Smoothness: -2.051699, Status: success, Time: 9.125 , Reward: 148.325, Opt_time: 8.141 , Nav_Metric: 0.500 , World: world_205.world
Test: Collision: 0, Recovery: 0.002410, Smoothness: -2.354385, Status: success, Time: 8.565 , Reward: 145.566, Opt_time: 8.141 , Nav_Metric: 0.500 , World: world_205.world
Test: Collision: 0, Recovery: 0.012146, Smoothness: -2.744869, Status: success, Time: 10.245 , Reward: 147.205, Opt_time: 8.141 , Nav_Metric: 0.500 , World: world_205.world
Test: Collision: 0, Recovery: 0.063269, Smoothness: -2.856919, Status: success, Time: 11.926 , Reward: 159.231, Opt_time: 7.835 , Nav_Metric: 0.500 , World: world_211.world
Test: Collision: 0, Recovery: 0.263033, Smoothness: -12.196177, Status: success, Time: 17.766 , Reward: 151.118, Opt_time: 7.835 , Nav_Metric: 0.441 , World: world_211.world
Test: Collision: 0, Recovery: 0.242857, Smoothness: -13.628669, Status: success, Time: 23.717 , Reward: 156.737, Opt_time: 8.517 , Nav_Metric: 0.359 , World: world_217.world
Test: Collision: 0, Recovery: 0.217757, Smoothness: -15.495074, Status: success, Time: 22.863 , Reward: 144.943, Opt_time: 8.517 , Nav_Metric: 0.373 , World: world_217.world
Test: Collision: 0, Recovery: 0.274302, Smoothness: -13.999629, Status: success, Time: 20.799 , Reward: 149.069, Opt_time: 8.130 , Nav_Metric: 0.391 , World: world_223.world
Test: Collision: 0, Recovery: 0.304105, Smoothness: -24.455766, Status: success, Time: 32.177 , Reward: 151.414, Opt_time: 8.130 , Nav_Metric: 0.253 , World: world_223.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -2.019415, Status: success, Time: 8.052 , Reward: 151.100, Opt_time: 9.333 , Nav_Metric: 0.500 , World: world_229.world
Test: Collision: 0, Recovery: 0.126923, Smoothness: -2.550469, Status: success, Time: 10.575 , Reward: 144.381, Opt_time: 9.333 , Nav_Metric: 0.500 , World: world_229.world
Test: Collision: 0, Recovery: 0.021488, Smoothness: -4.065834, Status: success, Time: 12.352 , Reward: 149.018, Opt_time: 9.333 , Nav_Metric: 0.500 , World: world_229.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.682963, Status: success, Time: 9.053 , Reward: 159.352, Opt_time: 8.096 , Nav_Metric: 0.500 , World: world_235.world
Test: Collision: 0, Recovery: 0.060219, Smoothness: -3.020999, Status: success, Time: 11.254 , Reward: 146.875, Opt_time: 8.096 , Nav_Metric: 0.500 , World: world_235.world
Test: Collision: 0, Recovery: 0.055556, Smoothness: -2.479386, Status: success, Time: 9.687 , Reward: 146.093, Opt_time: 8.096 , Nav_Metric: 0.500 , World: world_235.world
Test: Collision: 0, Recovery: 0.024794, Smoothness: -1.736065, Status: success, Time: 10.064 , Reward: 159.877, Opt_time: 7.756 , Nav_Metric: 0.500 , World: world_241.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.015557, Status: success, Time: 9.033 , Reward: 155.458, Opt_time: 7.756 , Nav_Metric: 0.500 , World: world_241.world
Test: Collision: 0, Recovery: 0.022822, Smoothness: -1.813169, Status: success, Time: 9.958 , Reward: 147.900, Opt_time: 7.756 , Nav_Metric: 0.500 , World: world_241.world
Test: Collision: 0, Recovery: 0.002198, Smoothness: -0.826103, Status: success, Time: 9.518 , Reward: 156.945, Opt_time: 8.033 , Nav_Metric: 0.500 , World: world_247.world
Test: Collision: 0, Recovery: 0.071048, Smoothness: -2.039908, Status: success, Time: 11.978 , Reward: 144.830, Opt_time: 8.033 , Nav_Metric: 0.500 , World: world_247.world
Test: Collision: 0, Recovery: 0.343348, Smoothness: -3.224426, Status: success, Time: 14.797 , Reward: 145.339, Opt_time: 8.033 , Nav_Metric: 0.500 , World: world_247.world
Test: Collision: 0, Recovery: 0.333645, Smoothness: -16.915996, Status: success, Time: 22.728 , Reward: 156.950, Opt_time: 8.142 , Nav_Metric: 0.358 , World: world_253.world
Test: Collision: 0, Recovery: 0.400652, Smoothness: -12.346140, Status: success, Time: 32.996 , Reward: 159.351, Opt_time: 8.142 , Nav_Metric: 0.247 , World: world_253.world
Test: Collision: 0, Recovery: 0.202495, Smoothness: -20.503363, Status: success, Time: 22.174 , Reward: 148.035, Opt_time: 8.293 , Nav_Metric: 0.374 , World: world_259.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.134903, Status: success, Time: 7.162 , Reward: 155.417, Opt_time: 8.591 , Nav_Metric: 0.500 , World: world_2.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.241913, Status: success, Time: 6.967 , Reward: 148.089, Opt_time: 8.591 , Nav_Metric: 0.500 , World: world_2.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.152483, Status: success, Time: 6.820 , Reward: 155.279, Opt_time: 8.591 , Nav_Metric: 0.500 , World: world_2.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.513990, Status: success, Time: 7.672 , Reward: 159.749, Opt_time: 8.840 , Nav_Metric: 0.500 , World: world_8.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.656887, Status: success, Time: 7.137 , Reward: 145.472, Opt_time: 8.840 , Nav_Metric: 0.500 , World: world_8.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.479416, Status: success, Time: 6.372 , Reward: 145.240, Opt_time: 8.840 , Nav_Metric: 0.500 , World: world_8.world
Test: Collision: 0, Recovery: 0.166667, Smoothness: -3.847114, Status: success, Time: 12.832 , Reward: 155.577, Opt_time: 8.086 , Nav_Metric: 0.500 , World: world_14.world
Test: Collision: 0, Recovery: 0.188917, Smoothness: -7.028983, Status: success, Time: 16.786 , Reward: 153.579, Opt_time: 8.086 , Nav_Metric: 0.482 , World: world_14.world
Test: Collision: 0, Recovery: 0.230000, Smoothness: -8.853924, Status: success, Time: 16.832 , Reward: 150.286, Opt_time: 8.086 , Nav_Metric: 0.480 , World: world_14.world
Test: Collision: 0, Recovery: 0.145800, Smoothness: -5.190162, Status: success, Time: 13.382 , Reward: 155.791, Opt_time: 8.748 , Nav_Metric: 0.500 , World: world_20.world
Test: Collision: 0, Recovery: 0.038032, Smoothness: -1.537693, Status: success, Time: 9.548 , Reward: 157.693, Opt_time: 8.138 , Nav_Metric: 0.500 , World: world_26.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.484584, Status: success, Time: 7.293 , Reward: 144.604, Opt_time: 8.138 , Nav_Metric: 0.500 , World: world_26.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.326643, Status: success, Time: 6.626 , Reward: 147.612, Opt_time: 8.138 , Nav_Metric: 0.500 , World: world_26.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.977038, Status: success, Time: 8.805 , Reward: 159.529, Opt_time: 7.885 , Nav_Metric: 0.500 , World: world_32.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.335528, Status: success, Time: 7.709 , Reward: 147.758, Opt_time: 7.885 , Nav_Metric: 0.500 , World: world_32.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.641087, Status: success, Time: 7.365 , Reward: 148.305, Opt_time: 7.885 , Nav_Metric: 0.500 , World: world_32.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.576499, Status: success, Time: 7.427 , Reward: 149.320, Opt_time: 7.824 , Nav_Metric: 0.500 , World: world_38.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.465660, Status: success, Time: 7.716 , Reward: 153.690, Opt_time: 7.824 , Nav_Metric: 0.500 , World: world_38.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.934254, Status: success, Time: 7.906 , Reward: 142.944, Opt_time: 7.824 , Nav_Metric: 0.500 , World: world_38.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.342030, Status: success, Time: 7.630 , Reward: 153.178, Opt_time: 7.979 , Nav_Metric: 0.500 , World: world_44.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.108767, Status: success, Time: 6.764 , Reward: 146.381, Opt_time: 7.979 , Nav_Metric: 0.500 , World: world_44.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.200067, Status: success, Time: 7.165 , Reward: 152.122, Opt_time: 7.979 , Nav_Metric: 0.500 , World: world_44.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.938300, Status: success, Time: 8.217 , Reward: 151.650, Opt_time: 8.136 , Nav_Metric: 0.500 , World: world_50.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.580111, Status: success, Time: 8.689 , Reward: 148.160, Opt_time: 8.136 , Nav_Metric: 0.500 , World: world_50.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.313263, Status: success, Time: 6.417 , Reward: 141.315, Opt_time: 8.136 , Nav_Metric: 0.500 , World: world_50.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -3.164265, Status: success, Time: 9.684 , Reward: 153.662, Opt_time: 7.993 , Nav_Metric: 0.500 , World: world_68.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.105037, Status: success, Time: 7.399 , Reward: 154.936, Opt_time: 7.993 , Nav_Metric: 0.500 , World: world_68.world
Test: Collision: 0, Recovery: 0.095618, Smoothness: -4.713389, Status: success, Time: 10.052 , Reward: 150.821, Opt_time: 8.148 , Nav_Metric: 0.500 , World: world_56.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.875573, Status: success, Time: 7.774 , Reward: 156.417, Opt_time: 8.148 , Nav_Metric: 0.500 , World: world_56.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.580585, Status: success, Time: 7.152 , Reward: 150.144, Opt_time: 8.148 , Nav_Metric: 0.500 , World: world_56.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.201290, Status: success, Time: 7.018 , Reward: 147.758, Opt_time: 7.790 , Nav_Metric: 0.500 , World: world_62.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.283885, Status: success, Time: 8.165 , Reward: 157.292, Opt_time: 7.790 , Nav_Metric: 0.500 , World: world_62.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.109702, Status: success, Time: 6.688 , Reward: 149.029, Opt_time: 7.790 , Nav_Metric: 0.500 , World: world_62.world
Test: Collision: 0, Recovery: 0.014815, Smoothness: -2.132182, Status: success, Time: 8.577 , Reward: 150.149, Opt_time: 7.993 , Nav_Metric: 0.500 , World: world_68.world
Test: Collision: 0, Recovery: 0.036765, Smoothness: -1.441374, Status: success, Time: 8.541 , Reward: 143.356, Opt_time: 7.993 , Nav_Metric: 0.500 , World: world_68.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.198501, Status: success, Time: 7.468 , Reward: 146.376, Opt_time: 7.993 , Nav_Metric: 0.500 , World: world_68.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.265442, Status: success, Time: 8.089 , Reward: 157.072, Opt_time: 7.682 , Nav_Metric: 0.500 , World: world_74.world
Test: Collision: 0, Recovery: 0.058824, Smoothness: -0.625977, Status: success, Time: 9.086 , Reward: 154.327, Opt_time: 7.682 , Nav_Metric: 0.500 , World: world_74.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.326582, Status: success, Time: 7.107 , Reward: 145.653, Opt_time: 7.682 , Nav_Metric: 0.500 , World: world_74.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.438150, Status: success, Time: 8.747 , Reward: 155.979, Opt_time: 8.100 , Nav_Metric: 0.500 , World: world_80.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.429098, Status: success, Time: 7.543 , Reward: 143.846, Opt_time: 8.100 , Nav_Metric: 0.500 , World: world_80.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.075350, Status: success, Time: 8.633 , Reward: 146.472, Opt_time: 8.100 , Nav_Metric: 0.500 , World: world_80.world
Test: Collision: 0, Recovery: 0.190027, Smoothness: -4.336746, Status: success, Time: 16.187 , Reward: 155.902, Opt_time: 8.086 , Nav_Metric: 0.500 , World: world_86.world
Test: Collision: 0, Recovery: 0.153627, Smoothness: -13.044759, Status: success, Time: 15.171 , Reward: 142.954, Opt_time: 8.086 , Nav_Metric: 0.500 , World: world_86.world
Test: Collision: 1, Recovery: 0.363637, Smoothness: -1.897648, Status: collision, Time: 8.263 , Reward: 36.842, Opt_time: 8.426 , Nav_Metric: 0.000 , World: world_92.world
Test: Collision: 0, Recovery: 0.014957, Smoothness: -1.596945, Status: success, Time: 10.424 , Reward: 147.372, Opt_time: 8.426 , Nav_Metric: 0.500 , World: world_92.world
Test: Collision: 0, Recovery: 0.274820, Smoothness: -10.486328, Status: success, Time: 15.172 , Reward: 146.443, Opt_time: 8.426 , Nav_Metric: 0.500 , World: world_92.world
Test: Collision: 0, Recovery: 0.004292, Smoothness: -1.817534, Status: success, Time: 9.336 , Reward: 154.589, Opt_time: 8.014 , Nav_Metric: 0.500 , World: world_98.world
Test: Collision: 0, Recovery: 0.050710, Smoothness: -1.931692, Status: success, Time: 9.878 , Reward: 150.854, Opt_time: 8.014 , Nav_Metric: 0.500 , World: world_98.world
Test: Collision: 0, Recovery: 0.055456, Smoothness: -2.806505, Status: success, Time: 11.197 , Reward: 149.941, Opt_time: 8.014 , Nav_Metric: 0.500 , World: world_98.world
Test: Collision: 0, Recovery: 0.240000, Smoothness: -16.914171, Status: success, Time: 19.221 , Reward: 152.065, Opt_time: 9.385 , Nav_Metric: 0.488 , World: world_104.world
Test: Collision: 0, Recovery: 0.578438, Smoothness: -3.313932, Status: success, Time: 32.254 , Reward: 151.945, Opt_time: 9.385 , Nav_Metric: 0.291 , World: world_104.world
Test: Collision: 0, Recovery: 0.032076, Smoothness: -2.731022, Status: success, Time: 11.141 , Reward: 158.254, Opt_time: 7.785 , Nav_Metric: 0.500 , World: world_110.world
Test: Collision: 0, Recovery: 0.049809, Smoothness: -2.243544, Status: success, Time: 10.745 , Reward: 157.233, Opt_time: 7.785 , Nav_Metric: 0.500 , World: world_110.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.537266, Status: success, Time: 7.048 , Reward: 142.751, Opt_time: 7.785 , Nav_Metric: 0.500 , World: world_110.world
Test: Collision: 0, Recovery: 0.270325, Smoothness: -20.505996, Status: success, Time: 20.721 , Reward: 158.398, Opt_time: 8.263 , Nav_Metric: 0.399 , World: world_116.world
Test: Collision: 0, Recovery: 0.120148, Smoothness: -2.547563, Status: success, Time: 11.719 , Reward: 154.291, Opt_time: 8.269 , Nav_Metric: 0.500 , World: world_122.world
Test: Collision: 0, Recovery: 0.407119, Smoothness: -11.166429, Status: success, Time: 19.395 , Reward: 140.071, Opt_time: 8.269 , Nav_Metric: 0.426 , World: world_122.world
Test: Collision: 0, Recovery: 0.171096, Smoothness: -4.181793, Status: success, Time: 12.848 , Reward: 152.931, Opt_time: 8.269 , Nav_Metric: 0.500 , World: world_122.world
Test: Collision: 0, Recovery: 0.238650, Smoothness: -12.745094, Status: success, Time: 19.036 , Reward: 155.011, Opt_time: 8.617 , Nav_Metric: 0.453 , World: world_128.world
Test: Collision: 0, Recovery: 0.320000, Smoothness: -22.371619, Status: success, Time: 34.100 , Reward: 142.287, Opt_time: 8.617 , Nav_Metric: 0.253 , World: world_128.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.108216, Status: success, Time: 8.015 , Reward: 155.610, Opt_time: 8.952 , Nav_Metric: 0.500 , World: world_3.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.673613, Status: success, Time: 6.741 , Reward: 144.250, Opt_time: 8.952 , Nav_Metric: 0.500 , World: world_3.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.800764, Status: success, Time: 7.667 , Reward: 150.361, Opt_time: 8.952 , Nav_Metric: 0.500 , World: world_3.world
Test: Collision: 0, Recovery: 0.004566, Smoothness: -1.293915, Status: success, Time: 9.130 , Reward: 157.344, Opt_time: 7.913 , Nav_Metric: 0.500 , World: world_5.world
Test: Collision: 0, Recovery: 0.066277, Smoothness: -3.536271, Status: success, Time: 10.797 , Reward: 154.687, Opt_time: 7.913 , Nav_Metric: 0.500 , World: world_5.world
Test: Collision: 0, Recovery: 0.002924, Smoothness: -0.976202, Status: success, Time: 7.123 , Reward: 150.248, Opt_time: 7.913 , Nav_Metric: 0.500 , World: world_5.world
Test: Collision: 0, Recovery: 0.050682, Smoothness: -1.872038, Status: success, Time: 10.773 , Reward: 149.610, Opt_time: 7.905 , Nav_Metric: 0.500 , World: world_9.world
Test: Collision: 0, Recovery: 0.098976, Smoothness: -4.225281, Status: success, Time: 12.387 , Reward: 152.504, Opt_time: 7.905 , Nav_Metric: 0.500 , World: world_9.world
Test: Collision: 0, Recovery: 0.080306, Smoothness: -4.932022, Status: success, Time: 11.129 , Reward: 152.213, Opt_time: 7.905 , Nav_Metric: 0.500 , World: world_9.world
Test: Collision: 0, Recovery: 0.090290, Smoothness: -2.753685, Status: success, Time: 12.587 , Reward: 151.778, Opt_time: 8.771 , Nav_Metric: 0.500 , World: world_10.world
Test: Collision: 0, Recovery: 0.049603, Smoothness: -2.524833, Status: success, Time: 10.991 , Reward: 154.232, Opt_time: 8.771 , Nav_Metric: 0.500 , World: world_10.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.738936, Status: success, Time: 9.001 , Reward: 149.091, Opt_time: 8.771 , Nav_Metric: 0.500 , World: world_10.world
Test: Collision: 0, Recovery: 0.036469, Smoothness: -3.179864, Status: success, Time: 11.181 , Reward: 149.451, Opt_time: 8.161 , Nav_Metric: 0.500 , World: world_11.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.037279, Status: success, Time: 8.111 , Reward: 142.744, Opt_time: 8.161 , Nav_Metric: 0.500 , World: world_11.world
Test: Collision: 0, Recovery: 0.129497, Smoothness: -3.421595, Status: success, Time: 12.266 , Reward: 137.612, Opt_time: 8.161 , Nav_Metric: 0.500 , World: world_11.world
Test: Collision: 0, Recovery: 0.123333, Smoothness: -3.331124, Status: success, Time: 12.933 , Reward: 149.670, Opt_time: 8.183 , Nav_Metric: 0.500 , World: world_15.world
Test: Collision: 0, Recovery: 0.017544, Smoothness: -1.311277, Status: success, Time: 8.741 , Reward: 140.699, Opt_time: 8.183 , Nav_Metric: 0.500 , World: world_15.world
Test: Collision: 0, Recovery: 0.042683, Smoothness: -2.620992, Status: success, Time: 10.443 , Reward: 154.681, Opt_time: 8.183 , Nav_Metric: 0.500 , World: world_15.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.454735, Status: success, Time: 7.816 , Reward: 148.181, Opt_time: 7.705 , Nav_Metric: 0.500 , World: world_16.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.255277, Status: success, Time: 6.926 , Reward: 150.157, Opt_time: 7.705 , Nav_Metric: 0.500 , World: world_16.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.223126, Status: success, Time: 7.060 , Reward: 145.952, Opt_time: 7.705 , Nav_Metric: 0.500 , World: world_16.world
Test: Collision: 0, Recovery: 0.012854, Smoothness: -0.962111, Status: success, Time: 8.564 , Reward: 148.524, Opt_time: 8.019 , Nav_Metric: 0.500 , World: world_17.world
Test: Collision: 0, Recovery: 0.007317, Smoothness: -0.681371, Status: success, Time: 8.819 , Reward: 142.938, Opt_time: 8.019 , Nav_Metric: 0.500 , World: world_17.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.458033, Status: success, Time: 8.500 , Reward: 153.510, Opt_time: 8.019 , Nav_Metric: 0.500 , World: world_17.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.303719, Status: success, Time: 7.970 , Reward: 157.736, Opt_time: 8.155 , Nav_Metric: 0.500 , World: world_21.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.101673, Status: success, Time: 7.002 , Reward: 152.441, Opt_time: 8.155 , Nav_Metric: 0.500 , World: world_21.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.244913, Status: success, Time: 6.707 , Reward: 151.872, Opt_time: 8.155 , Nav_Metric: 0.500 , World: world_21.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.458914, Status: success, Time: 7.631 , Reward: 157.893, Opt_time: 9.858 , Nav_Metric: 0.500 , World: world_22.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.561038, Status: success, Time: 7.829 , Reward: 154.857, Opt_time: 9.858 , Nav_Metric: 0.500 , World: world_22.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.580410, Status: success, Time: 7.839 , Reward: 147.811, Opt_time: 9.858 , Nav_Metric: 0.500 , World: world_22.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.151400, Status: success, Time: 7.693 , Reward: 154.529, Opt_time: 8.081 , Nav_Metric: 0.500 , World: world_23.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.249325, Status: success, Time: 7.078 , Reward: 145.210, Opt_time: 8.081 , Nav_Metric: 0.500 , World: world_23.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.200024, Status: success, Time: 7.714 , Reward: 155.802, Opt_time: 8.081 , Nav_Metric: 0.500 , World: world_23.world
Test: Collision: 0, Recovery: 0.218884, Smoothness: -7.566455, Status: success, Time: 18.653 , Reward: 149.458, Opt_time: 9.746 , Nav_Metric: 0.500 , World: world_27.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -3.784182, Status: success, Time: 10.445 , Reward: 150.253, Opt_time: 9.746 , Nav_Metric: 0.500 , World: world_27.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.388501, Status: success, Time: 8.392 , Reward: 157.637, Opt_time: 8.273 , Nav_Metric: 0.500 , World: world_28.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.209298, Status: success, Time: 7.292 , Reward: 155.543, Opt_time: 8.273 , Nav_Metric: 0.500 , World: world_28.world
Test: Collision: 0, Recovery: 0.016293, Smoothness: -1.389889, Status: success, Time: 10.257 , Reward: 153.627, Opt_time: 8.005 , Nav_Metric: 0.500 , World: world_29.world
Test: Collision: 0, Recovery: 0.184616, Smoothness: -1.883040, Status: success, Time: 11.118 , Reward: 141.797, Opt_time: 8.005 , Nav_Metric: 0.500 , World: world_29.world
Test: Collision: 0, Recovery: 0.067395, Smoothness: -1.940293, Status: success, Time: 11.915 , Reward: 155.908, Opt_time: 8.084 , Nav_Metric: 0.500 , World: world_33.world
Test: Collision: 0, Recovery: 0.166460, Smoothness: -10.006179, Status: success, Time: 17.227 , Reward: 150.367, Opt_time: 8.084 , Nav_Metric: 0.469 , World: world_33.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.647527, Status: success, Time: 8.227 , Reward: 151.309, Opt_time: 8.233 , Nav_Metric: 0.500 , World: world_34.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.441703, Status: success, Time: 7.572 , Reward: 146.166, Opt_time: 8.233 , Nav_Metric: 0.500 , World: world_34.world
Test: Collision: 0, Recovery: 0.063943, Smoothness: -4.400827, Status: success, Time: 12.296 , Reward: 156.069, Opt_time: 8.057 , Nav_Metric: 0.500 , World: world_35.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.336583, Status: success, Time: 9.206 , Reward: 154.497, Opt_time: 8.057 , Nav_Metric: 0.500 , World: world_35.world
Test: Collision: 0, Recovery: 0.002058, Smoothness: -2.463527, Status: success, Time: 10.713 , Reward: 151.002, Opt_time: 8.383 , Nav_Metric: 0.500 , World: world_39.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.506614, Status: success, Time: 7.941 , Reward: 142.752, Opt_time: 8.383 , Nav_Metric: 0.500 , World: world_39.world
Test: Collision: 0, Recovery: 0.125940, Smoothness: -6.302329, Status: success, Time: 11.571 , Reward: 157.125, Opt_time: 7.916 , Nav_Metric: 0.500 , World: world_40.world
Test: Collision: 0, Recovery: 0.181704, Smoothness: -8.504986, Status: success, Time: 17.803 , Reward: 152.021, Opt_time: 7.916 , Nav_Metric: 0.445 , World: world_40.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.647936, Status: success, Time: 7.159 , Reward: 154.173, Opt_time: 8.417 , Nav_Metric: 0.500 , World: world_41.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.299750, Status: success, Time: 7.461 , Reward: 152.366, Opt_time: 8.417 , Nav_Metric: 0.500 , World: world_41.world
Test: Collision: 0, Recovery: 0.211213, Smoothness: -8.448520, Status: success, Time: 16.128 , Reward: 153.312, Opt_time: 8.079 , Nav_Metric: 0.500 , World: world_42.world
Test: Collision: 0, Recovery: 0.265403, Smoothness: -6.233149, Status: success, Time: 13.356 , Reward: 153.896, Opt_time: 8.079 , Nav_Metric: 0.500 , World: world_42.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.324826, Status: success, Time: 7.164 , Reward: 155.585, Opt_time: 8.507 , Nav_Metric: 0.500 , World: world_45.world
Test: Collision: 0, Recovery: 0.005634, Smoothness: -0.320111, Status: success, Time: 7.104 , Reward: 154.328, Opt_time: 8.507 , Nav_Metric: 0.500 , World: world_45.world
Test: Collision: 0, Recovery: 0.296396, Smoothness: -15.930901, Status: success, Time: 23.217 , Reward: 158.534, Opt_time: 8.129 , Nav_Metric: 0.350 , World: world_46.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.931343, Status: success, Time: 8.989 , Reward: 155.168, Opt_time: 7.978 , Nav_Metric: 0.500 , World: world_47.world
